Frames,Videos,Nose-Eye,Eye-Shoulder,Eye-Midshoulder,Eye-Wither,Wither-Midshoulder,Midshoulder-Shoulder,Hip-Ischium,Ischium-Stifle,Stifle-Hip,Stifle-Offhindhock,Offhindhock-Offhindfetlock,Stifle-Nearhindhock,Nearhindhock-Nearhindfetlock,Girth-Offknee,Offknee-Offfrontfetlock,Elbow-Nearknee,Nearknee-Nearfrontfetlock
0334.png,Brownhorseoutofshadow,50.99019514,123.4908904,129.5530779,156.7194946,44.82186966,28.17800561,43.56604182,51,69.23149572,66.60330322,61.09828148,60.37383539,56.36488268,63.5688603,47.16990566,76.4852927,42.57933771
0335.png,Brownhorseoutofshadow,50.69516742,121.6305883,129.5530779,151.7432041,41.88078318,29.15475947,45.27692569,50.56678752,71.30918594,63.03173804,60.92618485,57.24508713,57.7754273,61.03277808,45.39823785,77.23341246,40.04996879
0336.png,Brownhorseoutofshadow,48.76474136,125.7179383,132.6725292,153.6391877,41.34005322,28.65309756,44.41846463,50.56678752,71.06335202,66.46803743,60.53924347,55.15432893,59.23681288,61.68468205,44.38468204,80.62257748,40
0337.png,Brownhorseoutofshadow,51.86520992,125.1598977,130.8625233,152.5549081,41.88078318,28.17800561,43.9089968,51.4781507,71.06335202,66.46803743,57.5847202,54.4242593,57.7754273,60.7289058,44.14748011,85.14693183,42.01190308
0338.png,Brownhorseoutofshadow,51.66236541,124.4829306,133.8207757,153.4698667,39.96248241,33.28663395,41.34005322,51.4781507,70.40596566,67.2086304,59.23681288,54.08326913,54.4242593,59.43904441,42.95346319,84.3860178,41.77319715
0339.png,Brownhorseoutofshadow,47.80167361,122.6539849,131.8483978,155.3222457,40.60788101,33.28663395,41.34005322,51.88448708,68.8839604,69.52697318,60.40695324,53.85164807,53.45091206,58.46366393,44.38468204,83.73768566,45.12205669
0340.png,Brownhorseoutofshadow,46.87216658,127.2360012,134.8072698,158.3161394,40.60788101,32.24903099,44.77722635,51.88448708,69.63476143,65.7951366,58.52349955,53.85164807,52.63078947,60.8276253,42.72001873,88.23831367,42.44997055
0341.png,Brownhorseoutofshadow,49.24428901,129.4681428,135.1480669,158.2561215,41.40048309,30.41381265,43.0464865,55.4616985,73.1641989,66.21933252,55.78530272,47.29693436,54.34151268,60.40695324,42.44997055,89.02246907,46.23851209
0342.png,Brownhorseoutofshadow,52.17278984,130.6139349,133.7535046,159.1131673,43.27817002,31.78049716,44.72135955,56.35601121,71.38627319,63.03173804,57.28001397,48.66210024,54.12947441,60.8276253,43.32435804,89.64373932,48.10405388
0343.png,Brownhorseoutofshadow,52.95280918,130.1460718,134.9370223,156.115342,41.61730409,32.64965543,46.06517123,56.93856338,71.02112362,64.35060217,55.31726674,49.36598019,55.57877293,60.5309838,43.32435804,93.40770846,47.4341649
0344.png,Brownhorseoutofshadow,53.16013544,132.3782459,136.5650028,158.0284784,42.20189569,32.64965543,46.5188134,57.45432969,70.03570518,65.06919394,56.29387178,51.03920062,55.73149917,53.15072906,44.27188724,99.35793879,42.72001873
0345.png,Brownhorseoutofshadow,50.44799302,136.4001466,141.6615685,156.01282,38.47076812,33.12099032,45.17742799,57.98275606,70.57619995,65.7951366,57.55866572,51.0881591,54.91812087,51.623638,47.5394573,99.40321926,44.01136217
0346.png,Brownhorseoutofshadow,49.72926704,134.1640786,135.5912977,151.0827588,40.70626487,31.38470965,45.18849411,62.76941931,73.55270219,62.48199741,58.03447251,47.16990566,55.57877293,54.08326913,45.88027899,101.2126474,42.72001873
0347.png,Brownhorseoutofshadow,49.33558553,135.070352,137.0328428,150.029997,39.81205847,31.78049716,46.5188134,64.40496875,72.11102551,62.36986452,57.00877125,48.50773134,53.60037313,54.08326913,46.4865572,99.48869282,41.10960958
0348.png,Brownhorseoutofshadow,47.85394446,129.7690256,135.0925609,151.0297984,41.18252056,33.61547263,44.77722635,62.80127387,68.0661443,67.89698079,55.57877293,51.86520992,55.4436651,54.14794548,49.24428901,97.9489663,40.80441153
0349.png,Brownhorseoutofshadow,48.75448697,132.0984481,136.5613415,151.0033112,38.94868419,34.4818793,47.01063709,61.6116872,69.35416354,65.11528238,55.10898293,50.96076922,57.07889277,53.03772242,49.39635614,95.13148795,41.76122604
0356.png,Brownhorseoutofshadow,48.37354649,138.3112432,134.8925498,145.0137924,37.16180835,32.28002478,51.88448708,61.52235366,67.0298441,60.41522987,62.2655603,65.73431372,58.30951895,61.13100686,46.14108798,76.57675888,41.30375286
0357.png,Brownhorseoutofshadow,51.88448708,140.1606221,138.0507153,149.0301983,37.57658846,33.83784863,48.37354649,58.69412236,66.00757532,60.63827174,58.13776741,68.24221567,58.30951895,61.00819617,45.79301257,72.62231062,42.19004622
0358.png,Brownhorseoutofshadow,55.03635162,141.1559421,140.2462121,151.0529708,37.57658846,35.4682957,48.87739764,60.95900262,65.12296062,62.09669879,63.63175308,72.00694411,58.42088668,65,45.22167622,72.00694411,43.18564576
0359.png,Brownhorseoutofshadow,54.56189146,141.5238496,137.7860661,154.029218,39.11521443,35.44009029,48.76474136,60.44005295,61.13100686,65.73431372,63.28506933,76.05918748,58.54912467,65.03076195,41.59326869,69.63476143,43.01162634
0360.png,Brownhorseoutofshadow,51.88448708,142.7059915,139.9464183,148,35.11409973,35.44009029,48.75448697,62.36986452,62.07253821,64.19501538,61.77378085,75.74298647,58.54912467,67.68308504,43.26661531,67.41661516,43
0361.png,Brownhorseoutofshadow,51,139.1186544,138.7407655,148.0033783,35.4682957,35.11409973,47.41307836,57.62811814,58.07753438,70.00714249,60.41522987,76.05918748,57.87054518,68.9637586,44.65422712,67.95586803,43.0464865
0362.png,Brownhorseoutofshadow,51.88448708,136,135.5912977,152.0032894,37.73592453,35.11409973,47.50789408,54.81788029,58.03447251,71.0070419,63.13477647,78.64477096,57.87054518,70.77428912,47.80167361,66.37017402,43.10452412
0366.png,Brownhorseoutofshadow,52,130.7822618,139.0863041,156.3201842,38.94868419,32.75667871,51.4781507,58.13776741,63.00793601,74.02702209,56.43580424,80.65977932,57.72347876,81.68843247,41.14608122,50.28916384,44.28317965
0367.png,Brownhorseoutofshadow,49.72926704,135.7718675,139.7426206,166.9730517,48.82622246,33.61547263,50.60632372,58.89821729,63.00793601,74.24284477,58.18075283,81.39410298,58.52349955,81.39410298,43.46262762,51.2445119,44.55333882
0368.png,Brownhorseoutofshadow,49.72926704,129.8075499,139.4417441,165.9789143,46.61544808,31.90611227,55.00909016,60.44005295,63.03173804,74.54528825,58.18075283,81.39410298,59.13543777,83.43860018,40.16217126,49.24428901,43.93176527
0369.png,Brownhorseoutofshadow,52.49761899,127.3891675,143.4015342,169.9558766,46.61544808,36.87817783,52.47856705,54.67174773,62.07253821,72.69112738,59.05929224,79.9812478,58.87274412,84.89994111,39.05124838,49.25444142,43.93176527
0370.png,Brownhorseoutofshadow,52.63078947,130.0346108,140.5773808,170.0646936,50,29.41088234,54.58937626,58.25804665,63.07138812,72.36711961,58.18075283,81.68843247,58.87274412,83.5463943,40.31128874,49,44.14748011
0371.png,Brownhorseoutofshadow,52.17278984,127.5813466,139.4417441,166.9730517,47.20169488,32.20248438,56.82429058,59.81638571,64.07027392,72.277244,58.5918083,83.24061509,56.92099788,81.56592426,44,50.24937811,44.38468204
0372.png,Brownhorseoutofshadow,53.45091206,126.6491216,134.212518,166.9730517,48.83646179,31.76476035,55.94640292,58.13776741,65.19202405,70.61161378,58.18075283,83.24061509,55.36244214,86.83317338,44.18144407,51.7880295,44.38468204
0373.png,Brownhorseoutofshadow,52.63078947,127.5813466,136.0661604,168.7601849,46.66904756,33.12099032,55.94640292,61.52235366,67.47592163,71.30918594,58.18075283,75.2861209,62.64982043,86.83317338,45.12205669,52.63078947,44.64302857
0374.png,Brownhorseoutofshadow,51.66236541,132.9661611,140.0714104,172.5688268,50.99019514,27.78488798,59.93329626,63.70243323,69.35416354,70.88018059,57.5847202,80,60.08327554,88.00568163,45.607017,51.66236541,45.88027899
0375.png,Brownhorseoutofshadow,50.69516742,130.5450114,145,168.5823241,45.48626166,33.30165161,58.5918083,62.93647591,72.44308111,68.9637586,57.24508713,74.81310046,58.82176468,81.21576202,49.65883607,54.23098745,45.88027899
0376.png,Brownhorseoutofshadow,50.92150823,128.6934342,138.6001443,163.5175832,42.80186912,33.28663395,55.4616985,64.66065264,74.54528825,64.84597135,57.97413216,71.84010022,53.16013544,81.21576202,51.89412298,54.12947441,46.23851209
0377.png,Brownhorseoutofshadow,52.20153254,124.8879498,134.6476884,161.3753389,42.52058325,35.51056181,56.36488268,65.80273551,77.92945528,65.78753681,58.46366393,71.84010022,54.12023651,87.80091116,47.88527958,53.25410782,47.01063709
0378.png,Brownhorseoutofshadow,53.71219601,122.9837388,135.5175265,155.1160856,38.83297568,37.01351105,55.54277631,65.60487787,74.81310046,68.70953355,58.46366393,72.24956747,52.17278984,90.21086409,51.4781507,60.20797289,47.85394446
0379.png,Brownhorseoutofshadow,53.23532662,125.6702033,136.4990842,159.0785969,39.8246155,38.01315562,55.54277631,65.4599114,77.27871635,65.19202405,60.20797289,66.52818951,53.93514624,83.86894539,49.65883607,61.85466838,46.09772229
0380.png,Brownhorseoutofshadow,57.24508713,127.5343091,133.6450523,157.0031847,41.86884283,34.98571137,52.39274759,62.43396512,75.50496672,64.51356447,61,67.89698079,53.08483776,85.58621384,44.72135955,63.12685641,44.77722635
0381.png,Brownhorseoutofshadow,57.80138407,123.8224535,129.031004,150.029997,38.28837944,37.21558813,56.08029957,61.91122677,76.65507159,64.84597135,61,61.52235366,54.08326913,86.31338251,46.95742753,65.7951366,44.77722635
0382.png,Brownhorseoutofshadow,56.08029957,124.6795893,130.2497601,154.0811475,39.59797975,36.35931793,62.03224968,63.82005954,76.92203845,69.35416354,61,62.96824597,52.03844733,84.85281374,44.38468204,67.2086304,46.5295605
0389.png,Brownhorseoutofshadow,55.56977596,132.5933633,135.1628647,164.1097194,46.01086828,32.64965543,60.74537019,63.00793601,74.72616677,71.02112362,63.28506933,56.29387178,49.979996,72.56031973,45.88027899,68.68041933,46.32493929
0390.png,Brownhorseoutofshadow,57.80138407,128.5029183,135.1628647,165.0030303,50.20956084,31.6227766,59.93329626,58.6003413,75.43208866,71.84705979,63.38769597,52.77309921,52.20153254,71.11961755,45.88027899,66.21933252,47.01063709
0391.png,Brownhorseoutofshadow,57.24508713,134.6476884,136.821051,169.0029586,50.93132631,29.96664813,60.00833275,57.14017851,75.89466384,71.28113355,63.50590524,52.03844733,55.03635162,72.44998275,45.88027899,68.50547423,45.3431362
0392.png,Brownhorseoutofshadow,56.79788728,135.0592463,136.5613415,167,49.49747468,27.31300057,59.50630219,62.12889827,79.55501241,71.21797526,63.63961031,51,60.53924347,73.35529974,43.73785546,65.8634952,43.01162634
0393.png,Brownhorseoutofshadow,57.27128425,139.6173342,140.6875972,167.0119756,45.3431362,27.85677655,59.50630219,65.19202405,82.22530024,69.52697318,64.32728814,51.2445119,57.30619513,73.35529974,43.56604182,68.87670143,44.10215414
0394.png,Brownhorseoutofshadow,57.7754273,136.9707998,140.6875972,163.027605,43.60045871,26.83281573,59.03388857,63.82005954,79.62411695,73.59347797,64.32728814,54.33231083,57.68882041,72.9177619,43.18564576,67.72001181,43.60045871
0395.png,Brownhorseoutofshadow,56.36488268,134.8517705,141.9929576,163.1502375,43.26661531,28.3019434,52.77309921,61.85466838,75.95393341,75.00666637,65.2533524,56.71860365,58.66856058,73.1641989,42.10700654,68.41052551,44.82186966
0396.png,Brownhorseoutofshadow,55.00909016,132.6084462,139.7426206,172.185946,45.3431362,28.65309756,58.18075283,59.6405902,75.43208866,73.66138744,65.80273551,58.69412236,61.40032573,73.1641989,41.01219331,68.65857558,46.22769733
0397.png,Brownhorseoutofshadow,57.27128425,138.2353066,145.6708619,174.2326031,43.13930922,28.65309756,60.8276253,56.72741841,73.00684899,77.83315489,66.09841148,60.41522987,57.98275606,72.11102551,41,69.26037828,47.50789408
0402.png,Brownhorseoutofshadow,57.24508713,141.7603612,148.3374531,181.8928256,43.27817002,32.31098884,63.07138812,58.83026432,81.27115109,72.86288493,64.47480128,55.31726674,60.37383539,66.61080993,42.01190308,72.49827584,39.05124838
0403.png,Brownhorseoutofshadow,55.97320788,142.442971,152.2662142,183.3248483,43.13930922,33.54101966,63.07138812,59.36328832,80.95677859,75.07329752,65.74191966,54.33231083,60.37383539,65.30696747,44.40720662,72.01388755,40.19950248
0404.png,Brownhorseoutofshadow,55.97320788,143.4050208,152.2662142,183.4475402,43.8634244,33.10589071,61.26989473,56.93856338,80.32434251,76.4852927,63.07138812,55.22680509,60.37383539,65.11528238,44.40720662,77.93587107,40.19950248
0405.png,Brownhorseoutofshadow,56.30275304,145.3306575,154.2627628,187.4166481,45.254834,33.10589071,58.13776741,54.12023651,78.77182237,75.69015788,64.40496875,56.00892786,60.37383539,68.59300256,41,72.42237223,43.10452412
0406.png,Brownhorseoutofshadow,59.46427499,144.6409347,157.3848786,191.2694435,46.66904756,34.13209633,60.8358447,56.08029957,78.4346862,77.15568676,61.32699243,56.0357029,59.93329626,67.47592163,42.44997055,73.24616031,45.17742799
0086.png,ChestnutHorseLight,113.3181362,297.9412694,287.7377278,313.2299475,70.68238819,90.24411338,76.57675888,121.75385,142.0422472,120.8139065,139.6710421,136.8941197,118,118.8780888,95.77055915,205.8834622,91.41115906
0087.png,ChestnutHorseLight,115.9525765,292.5354679,290.070681,313.2299475,71.69379332,86.02325267,78.40918314,117.3882447,133.5065541,132.0151506,136,140.0714104,122.40915,124.1933976,88.83692926,209.6091601,84.38009244
0088.png,ChestnutHorseLight,122.2497444,291.6110423,288.1058833,313.2299475,72.49827584,83.52245207,76.57675888,120.2164714,138.4629914,134.1342611,137.2005831,135.3661701,126.7753919,132.8156617,90.44335244,205.6501884,84.21401309
0089.png,ChestnutHorseLight,121.2476804,286.4349839,280.2516726,309.3169895,76.02631123,87.36131867,68.11754546,116,131.0267148,146.6696969,134.2385936,139.2838828,126.7753919,137.0839159,90.97252332,198.0101008,84.02380615
0090.png,ChestnutHorseLight,121.1981848,286.2254356,282.1435805,321.6224495,74.88658091,91.21403401,76.36753237,113.137085,136.4990842,138.9244399,133.7759321,136.0147051,127.0118105,141.4213562,97.65244493,181.019336,92.08691547
0091.png,ChestnutHorseLight,116.7775663,285.3506615,289.5047495,323.8904136,71.69379332,91.08238029,80.62257748,113.7013632,131.4686274,149.6262009,132.0757358,142.3376268,127.9062156,146.4923206,97.65244493,168.2973559,92.08691547
0092.png,ChestnutHorseLight,120.420098,274.6943756,289.2490277,328.3732632,77.17512553,88.5663593,82.07313811,112.8007092,127.5774275,156.5247584,127.2635062,146.3283978,127.9062156,152.0526225,92.08691547,166.9011684,92.02173656
0093.png,ChestnutHorseLight,115.1564154,275.6755339,296.7305175,328.3732632,69.77105417,93.05912099,80.9197133,115.2562363,127.1219887,152.2366579,128.2809417,140.4279175,129.1200991,152.8005236,93.74433316,165.4690303,92.08691547
0094.png,ChestnutHorseLight,115.1564154,276.6821281,290.3532331,328.5620185,71.02112362,91.38927727,80.72174428,113.1724348,133.8207757,150.8641773,125.5388386,127.1377206,132.9812017,160.3121954,94.82615673,171.1256848,94.53041838
0098.png,ChestnutHorseLight,112.2541759,263.9412813,282.3915721,320.8067954,72.71863585,93.91485505,88.81441324,115.6027681,123.6284757,154.2076522,135.070352,136.8941197,133.461605,177.4598546,89.28605714,135.6023599,83.18653737
0099.png,ChestnutHorseLight,109.2016483,266.6027007,294.9660997,328.5620185,74.24284477,95.41488354,88.20430828,117.2006826,119.6829144,158,135.070352,140.5275774,127.8123625,179.621825,89.4427191,127.2006289,91.08238029
0100.png,ChestnutHorseLight,112.5388822,265.6482637,287.7933286,326.3816784,80.62257748,93.29523032,88.83692926,123.239604,128.996124,146.013698,134.1640786,129.6919427,126.6491216,182.8004376,86.37129153,117.6605286,93.05912099
0101.png,ChestnutHorseLight,111.0720487,263.865496,285.8128758,320.2264824,76.94153625,93.29523032,84.40379138,115.2562363,123.9677377,158.202402,130.6139349,136,132.2573249,187.6272901,86.02325267,121.0784869,90.70832376
0102.png,ChestnutHorseLight,112.5388822,264.0927867,279.1576615,319.6263443,80.99382693,91.30169768,81.21576202,113.2784181,127.5774275,156.4608577,129.7690256,135.4843164,130.2919798,190.2629759,92.34717104,114.4901743,93.14504818
0103.png,ChestnutHorseLight,114.1271221,261.1991577,281.8386063,315.4060874,77.89736838,99.85990186,80.9197133,114.629839,136.9379421,148.2160585,127.3891675,128.7012043,127.2006289,195.2741662,91.41115906,103.247276,97.01546269
0104.png,ChestnutHorseLight,116.7775663,258.8532403,276.327704,311.2314251,77.17512553,98.79271228,84.02380615,113.2784181,136.3671515,150.2131818,126.6491216,131.4686274,119.6829144,191.9270695,91.21403401,102.5280449,95.07891459
0105.png,ChestnutHorseLight,115.1564154,265,281.4693589,319.0564213,79.32212806,94.33981132,83.23460819,110.4536102,130.1383879,154.1168388,127.1377206,132.4839613,120.0333287,189.7472002,93.68030743,97.01546269,95.60334722
0106.png,ChestnutHorseLight,115.1564154,261.6734606,275.5231388,315.0063491,81.60882305,99.85990186,80.99382693,111.7318218,124.4025723,162.9969325,127.1377206,140.4706375,117.3882447,193.1320792,97.4063653,93.38094024,92.97311439
0107.png,ChestnutHorseLight,117.7837001,259.3703915,272.6774651,315.0571377,84.02380615,90.97252332,84.11896338,121.6552506,128.3900308,157.5436447,129.6919427,139.6710421,116.8417734,198.0403999,97.69339793,94,96.16652224
0108.png,ChestnutHorseLight,114.9652121,258.884144,268.0018657,307.1628233,82.80096618,87.13208364,84.38009244,120.2829996,132.3782459,154.2076522,131.041978,139.9428455,118.1524439,192.50974,98.08159868,94.19129471,97.4063653
0109.png,ChestnutHorseLight,117.6307783,261.6275979,272.9047453,305.5306859,82.09750301,90.44335244,84.8763807,112.1605991,134.0149245,155.2932709,127.5774275,135.070352,118.0169479,186.9545399,103.247276,102.3132445,100.6578363
0110.png,ChestnutHorseLight,123.3085561,247.2427956,264.7659344,297.8137002,83.23460819,82.21921916,87.8179936,124.739729,138.1303732,152.9705854,127.1219887,131.7269904,120.1499064,196.0102038,104.6518036,110.2905254,102.1567423
0116.png,ChestnutHorseLight,119.8874472,252.5173261,254.6153962,281.0640496,77.66595136,92.08691547,94.33981132,121.75385,140.014285,154.5056633,132.9661611,138.5207566,103.7304198,178.1909089,95.07891459,129.1200991,100.4987562
0117.png,ChestnutHorseLight,116.8460526,259.6247292,258.3118271,278.8422493,76.15773106,94.33981132,84.8763807,123.434193,142.3516772,154.1557654,132.5443322,124.2577965,116.6190379,171.2658752,98.67117107,123.3693641,101.5480182
0118.png,ChestnutHorseLight,123.3085561,258.172423,260.9233604,286.7908646,80.99382693,94.86832981,94.33981132,127.5617498,146.0547842,148.6472334,136.2350909,122.0655562,125.2996409,174.642492,94.59386872,125.6343902,104.9571341
0119.png,ChestnutHorseLight,123.8910812,259.7248544,253.8523193,290.7662291,83.73768566,91.30169768,94.86832981,126.5069168,152.0131573,144.8999655,136.0588108,116.6190379,127.9531164,174.4133022,94.59386872,129.1200991,99.85990186
0120.png,ChestnutHorseLight,117.392504,265.6633208,263.1368465,306.4718584,89.19641248,92.28217596,88.81441324,128.4056074,154.1168388,144.0138882,136.0147051,117.3882447,131.4838393,171.8254929,93.38094024,126.3962025,102.4499878
0121.png,ChestnutHorseLight,119.5700631,257.3888109,254.6860813,299.8082721,89.19641248,91.30169768,90.44335244,124.016128,150.0133327,150.359569,136,127.7810628,134.1640786,169.6231116,93.38094024,132.0605922,102.1763182
0122.png,ChestnutHorseLight,125.9245806,260.9693469,269.1115011,307.7872642,82.46211251,93.74433316,92.08691547,123.239604,144.1249458,154.0519393,136.1322886,136.0147051,136.8502832,163.6826197,92.77930804,132.0605922,93.72299611
0123.png,ChestnutHorseLight,116.056021,262.8402557,272.4059471,317.1576895,88.09086218,89.88882022,102.6255329,127.4048665,150,155.3962677,134.2385936,136.8941197,135.9558752,159.2607924,100.4987562,130.5526714,90
0124.png,ChestnutHorseLight,118.8486432,254.4661078,274.6069919,321.0560699,86.55634003,95.60334722,102.6255329,122.4418229,152.3285922,153.3231881,132.5443322,145.1206395,131.4838393,156.9840756,98.99494937,139.7139936,98.4073168
0128.png,ChestnutHorseLight,126.1784451,249.5936698,277.9082582,331.4890647,90.90654542,82.46211251,107.6475731,126.015872,164.5964763,139.2695229,125.6025477,144.9413675,137.7679208,142.2392351,100.079968,149.3720188,96.54014709
0129.png,ChestnutHorseLight,121.7579566,251.3821792,280.1660222,336.1681127,90.90654542,82.80096618,102.8007782,123.5475617,171.4176187,127.0275561,127.1219887,142.8985654,137.7679208,144.0138882,100.3194896,162.2467257,92.80086206
0131.png,ChestnutHorseLight,118.6802427,256.4624729,290.5529212,343.3380259,87.20091743,85.60373824,104.019229,121.0784869,169.1862879,132.1362933,133.4166406,136.821051,139.7139936,140.7693148,98.08159868,172.4296958,93.0376268
0132.png,ChestnutHorseLight,121.5113163,264.6223724,292.5423046,349.2978672,89.64373932,83.76156637,96.54014709,118.1185845,166.9730517,135.2479205,130.5067048,134.8332303,139.5564402,134.2385936,98.73196038,173.1126801,91.08238029
0133.png,ChestnutHorseLight,114.1621654,265,293.8247777,355.9845502,90.68627239,87.13208364,95.01578816,113.8771268,160.6113321,142.4359505,131.605471,139.5421083,134.1640786,136.7040599,98.73196038,175.3624817,95.07891459
0134.png,ChestnutHorseLight,120.4865138,263.5393709,286.0087411,348.0531569,92.19544457,88.58893836,95.60334722,124.4829306,173.9540169,131.8938968,122.2620137,127.2635062,134.1640786,129.6919427,98.50888285,184.0434731,93.05912099
0135.png,ChestnutHorseLight,118.5959527,264.0927867,292.3439755,343.8269914,87.658428,94.33981132,92.45539465,127.8123625,180.1887899,118.8276062,131.041978,122.1147002,132.4235629,130.3840481,99.2975327,191.5515596,92.34717104
0136.png,ChestnutHorseLight,117.3413823,274.854507,298.7189314,349.0744906,86.02325267,92.28217596,98.81295462,121.8523697,172.9855485,123.434193,132.196823,128.015624,130.7822618,128.3900308,101.6070864,193.659495,94.02127419
0137.png,ChestnutHorseLight,117.9533806,278.2103521,299.6814976,343.9840113,80.44874144,92.28217596,92.08691547,121.8523697,166.3730747,127.4048665,131.605471,127.9062156,129.0271289,127.2006289,100.895986,193.2149063,96.33275663
0138.png,ChestnutHorseLight,111.8257573,287.2646863,299.6814976,349.9671413,84.02380615,87.7268488,97.75479528,121.0784869,166.3971154,137.53545,117.3882447,123.434193,133.461605,121.75385,104.7854952,188.8067795,94.59386872
0139.png,ChestnutHorseLight,114.1621654,286.2953021,296.2853354,347.828981,86.83317338,85.08818954,92.64987858,128.996124,162.603813,152.7612516,111.8033989,115.1347037,132.196823,124.7236946,106.3202709,198.5950654,96.16652224
0140.png,ChestnutHorseLight,116.7604385,289,301.517827,347.2823059,82.80096618,93.91485505,90.55385138,130,158.4550409,154.2076522,115.4123044,114.1402646,134.1044369,121.2765435,105.2615789,209.7236277,95.51963149
0141.png,ChestnutHorseLight,115.4339638,291.7070448,294.7626164,345.1448971,88.09086218,86.16263691,93.74433316,135.4843164,168.1903683,148.5530208,113.137085,107.5174404,134.3726163,123.6931688,106.9018241,203.0270918,98.79271228
0142.png,ChestnutHorseLight,114.9652121,298.3035367,292.0975864,337.0534082,87.20091743,87.93179175,92.64987858,134.4023809,158.0126577,154.1557654,115.7410904,116.068945,133.8805438,120.8304597,106.9018241,213.213508,103.247276
0143.png,ChestnutHorseLight,108.853112,296.8652893,298.8394218,339.0058997,84.8763807,91.38927727,94.02127419,137.5936045,162.1974106,140.0714104,120.8139065,108.0185169,137.3171512,114.437756,105.6219674,220.8710031,102.5280449
0144.png,ChestnutHorseLight,115.1564154,304.0674267,303.6593486,329.006079,81.43709229,90.62008607,96.74709298,133.2216199,156.115342,145.6708619,120.1499064,114.1577855,138.4629914,118.6086,106.282642,214.0093456,102.1567423
0145.png,ChestnutHorseLight,114.8259553,302.7358585,302.6962174,321.0249212,77.25283166,91.38927727,94.02127419,137.2005831,156,141.4213562,126,116.8417734,137.4627222,120.8139065,102.5280449,211.3669794,103.7304198
0146.png,ChestnutHorseLight,108.078675,302.5970919,308.1119926,317.3089977,70.88018059,94.82615673,94.02127419,146.013698,164.0487732,137.2443077,126.3962025,112.5877436,139.7426206,121.3424905,102.1567423,217.2003683,103.0921918
0147.png,ChestnutHorseLight,111.3597773,302.6301373,301.52446,319.2256255,79.84985911,94.84724561,88.83692926,139.2695229,160.0499922,136.0294086,124.7878199,118.4567432,140.9113196,122.5887434,102.1567423,216.8132837,100.019998
0148.png,ChestnutHorseLight,109.658561,303.1517772,297.6927947,313.1597037,80.99382693,90.62008607,97.52948272,140.8687332,156.01282,136.4990842,126.3012272,123.9677377,142.8985654,120.4159458,104.6518036,207.7113382,104.7854952
0149.png,ChestnutHorseLight,113.1591799,307.0586263,289.9810339,309.2329219,86.92525525,84.89994111,95.77055915,136.2350909,150.0533239,138.8092216,131.4686274,130.9198228,142.2251736,118.1524439,102.859127,205.8834622,102.3914059
0155.png,ChestnutHorseLight,112.9468902,310.04032,289.9810339,317.4035287,86.83317338,93.14504818,96.60227741,149.9333185,149.6262009,142.9405471,136,154.8418548,144.0138882,131.4686274,102.4499878,162.6898891,96.74709298
0156.png,ChestnutHorseLight,109.2016483,303.29029,290.0431002,321.1557255,87.8179936,94.86832981,93.05912099,151.3803158,150.6253631,144.554488,135.070352,157.2005089,144.3468046,132.9661611,102.0784012,157.0350279,96.33275663
0157.png,ChestnutHorseLight,115.5205609,303.7712955,290.2430016,327.0978447,86.53323061,98.67117107,98.48857802,144.9413675,142.3938201,154.2076522,137.7679208,161.6044554,148.6606875,141.675686,98.81295462,158.6190405,96.33275663
0158.png,ChestnutHorseLight,116.7090399,300.9867107,286.7141434,327.0550412,84.40379138,102.4890238,95.77055915,141.8731828,140.0714104,154.8289379,137.7679208,161.2079403,148.6606875,152.3154621,100.6578363,149.0369082,96.33275663
0159.png,ChestnutHorseLight,112.9291813,300.3747659,295.4132698,331,82.68010643,105.1094667,100.2397127,146,145.6708619,154.2076522,132.4839613,159.0220111,149.3452376,159.2105524,101.8233765,147.7565565,100.019998
0160.png,ChestnutHorseLight,115.4339638,295.3861879,292.5423046,331.0241683,83.76156637,103.247276,100.1798383,146.2190138,139.7426206,160.1998752,134.2385936,163.3768649,150.2664301,164.9848478,90.90654542,154.0129865,100.1798383
0165.png,ChestnutHorseLight,110.440029,284.9087573,296.3393325,349.6927223,97.20082304,96.60227741,105.5461984,138.8092216,131.2402377,163.2298992,138.7083271,176.9180601,137.9275172,181.019336,96.20810777,115.4123044,93.74433316
0166.png,ChestnutHorseLight,111.0180166,281.96631,296.3393325,351.819556,100,91.30169768,104.6518036,142.4359505,135.2035502,160.4618335,138.7083271,179.6106901,136.821051,185.5262785,94.25497334,118.4736258,90.24411338
0167.png,ChestnutHorseLight,116.7604385,283.4872131,298.6854533,355.562934,99.63934966,101.2126474,104.6518036,140.5844942,136.7186893,159.2482339,138.7083271,168.2973559,143.5687988,183.6627344,99.63934966,108.8485186,94.59386872
0168.png,ChestnutHorseLight,120.4865138,280.7436553,295.162667,353.4586256,100.895986,96.74709298,111.8928058,147.2005435,134.9518433,164.0121947,139.5564402,179.6552254,136.6162509,203.6663939,100.7174265,110.2179659,94.59386872
0169.png,ChestnutHorseLight,115.4339638,287.6404005,297.9546945,357.3583636,103.7111373,90.35485598,112.9247537,150.5722418,140.5133446,161.0465771,138.9244399,176.8275997,132.8156617,190.8821626,102.0784012,113.137085,94.59386872
0170.png,ChestnutHorseLight,121.1651765,283.2401808,293.954078,349.0916785,102.4499878,92.28217596,103.788246,144.692778,138.9244399,163.4870025,138.1593283,176.7823521,125.2517465,197.4740489,100.4987562,110.6526095,92.97311439
